transaction_id,customer_id,product_id,name,date,sales_agent,category,price,quantity,total_amount
TXN001992,CUST000210,PROD0089,Grace Bautista,2026-03-09,Alex Santos,Food,162.0,4,648.0
TXN001993,CUST003554,PROD0114,John Dela Cruz,2024-08-28,Ethan Torres,Food,648.0,5,3240.0
TXN001994,CUST002784,PROD0060,Joshua Valenzuela,2025-01-06,Diana Mendoza,Clothing,1348.65,1,1348.65
TXN001995,CUST004093,PROD0196,Juan Rodriguez,2024-08-14,Ethan Torres,Home,243.0,4,972.0
TXN001996,CUST004710,PROD0195,Aldrin Espiritu,2025-04-13,Fiona Lopez,Home,198.0,3,594.0
TXN001997,CUST000541,PROD0044,Eduardo Soriano,2025-12-21,Charlie Reyes,Clothing,3373.65,3,10120.95
TXN001998,CUST004744,PROD0046,Patricia Ramos,2024-10-31,Alex Santos,Clothing,673.65,2,1347.3
TXN001999,CUST004159,PROD0172,Juan Ocampo,2025-12-07,Beatriz Cruz,Home,1620.0,3,4860.0
TXN002000,CUST001483,PROD0013,Jessica Lee,2025-10-27,Fiona Lopez,Electronics,13050.0,2,26100.0
TXN002001,CUST000907,PROD0113,James Brown,2025-06-29,Alex Santos,Food,432.0,1,432.0
TXN002002,CUST001294,PROD0107,Christian Rodriguez,2026-02-04,Gabriel Ramos,Food,440.0,2,880.0
TXN002003,CUST002738,PROD0012,Anthony Lewis,2025-04-24,Alex Santos,Electronics,4725.0,4,18900.0
TXN002004,CUST001868,PROD0183,Christian Mercado,2024-10-10,Ethan Torres,Home,715.0,5,3575.0
TXN002005,CUST000520,PROD0060,Gilbert De Leon,2026-01-29,Ethan Torres,Clothing,1348.65,2,2697.3
TXN002006,CUST000444,PROD0064,Noel Gonzales,2026-04-28,Charlie Reyes,Clothing,2158.65,3,6475.95
TXN002007,CUST000376,PROD0190,Michael Lopez,2024-11-12,Hannah Dizon,Home,337.5,3,1012.5
TXN002008,CUST004919,PROD0102,Roldan De Leon,2024-10-26,Diana Mendoza,Food,297.0,5,1485.0
TXN002009,CUST001888,PROD0130,John Ocampo,2025-03-08,Ethan Torres,Beauty,538.65,1,538.65
TXN002010,CUST001901,PROD0124,Arnel Soriano,2026-03-12,Gabriel Ramos,Beauty,1147.5,3,3442.5
TXN002011,CUST002105,PROD0054,Joshua Torres,2026-01-24,Ethan Torres,Clothing,1078.65,2,2157.3
TXN002012,CUST004606,PROD0194,Paul Castro,2025-05-23,Alex Santos,Home,243.0,2,486.0
TXN002013,CUST001842,PROD0007,Jessica Gonzales,2025-11-10,Gabriel Ramos,Electronics,4048.65,3,12145.95
TXN002014,CUST000787,PROD0074,Maria Dizon,2025-12-14,Gabriel Ramos,Clothing,877.5,2,1755.0
TXN002015,CUST001049,PROD0152,Kevin Anderson,2026-03-19,Alex Santos,Beauty,877.5,5,4387.5
TXN002016,CUST002616,PROD0006,Roldan Santos,2025-04-29,Alex Santos,Electronics,4048.65,3,12145.95
TXN002017,CUST004188,PROD0127,Roldan Castro,2026-03-31,Beatriz Cruz,Beauty,495.0,3,1485.0
TXN002018,CUST004789,PROD0008,William Johnson,2025-04-11,Beatriz Cruz,Electronics,4048.65,5,20243.25
TXN002019,CUST001027,PROD0055,Kevin Garcia,2025-09-13,Hannah Dizon,Clothing,878.9,2,1757.8
TXN002020,CUST000859,PROD0016,Maria Cruz,2026-02-12,Alex Santos,Electronics,19575.0,4,78300.0
TXN002021,CUST002074,PROD0074,Lauren Williams,2025-02-11,Hannah Dizon,Clothing,877.5,5,4387.5
TXN002022,CUST001897,PROD0146,Paul Valenzuela,2024-09-10,Beatriz Cruz,Beauty,972.0,4,3888.0
TXN002023,CUST001023,PROD0125,Jose Reyes,2025-02-05,Alex Santos,Beauty,405.0,1,405.0
TXN002024,CUST001642,PROD0182,Sarah Lopez,2025-02-10,Fiona Lopez,Home,877.5,4,3510.0
TXN002025,CUST004325,PROD0174,Mary Santiago,2025-10-22,Ethan Torres,Home,1282.5,5,6412.5
TXN002026,CUST003246,PROD0085,Nicole Torres,2026-04-14,Hannah Dizon,Food,315.0,2,630.0
TXN002027,CUST003923,PROD0076,Aileen Mendoza,2025-03-04,Gabriel Ramos,Clothing,877.5,4,3510.0
TXN002028,CUST003089,PROD0002,Manuel Ramos,2025-08-20,Charlie Reyes,Electronics,60750.0,2,121500.0
TXN002029,CUST003226,PROD0097,Aileen De Leon,2024-07-22,Ethan Torres,Food,540.0,4,2160.0
TXN002030,CUST002158,PROD0027,Michael Pascual,2024-10-22,Alex Santos,Electronics,1620.0,5,8100.0
TXN002031,CUST000866,PROD0140,Patricia Espiritu,2024-05-25,Diana Mendoza,Beauty,648.0,4,2592.0
TXN002032,CUST004234,PROD0153,David Jones,2024-12-25,Charlie Reyes,Beauty,801.0,3,2403.0
TXN002033,CUST001088,PROD0137,Roldan Gonzales,2026-04-18,Ethan Torres,Beauty,432.0,1,432.0
TXN002034,CUST002508,PROD0056,Danilo Aquino,2026-01-08,Diana Mendoza,Clothing,1078.65,3,3235.95
TXN002035,CUST000959,PROD0103,Maria Mercado,2024-06-11,Charlie Reyes,Food,242.0,4,968.0
TXN002036,CUST004979,PROD0199,Mark Dela Cruz,2026-05-19,Fiona Lopez,Home,385.0,4,1540.0
TXN002037,CUST003614,PROD0096,Jose Pascual,2024-10-06,Gabriel Ramos,Food,742.5,4,2970.0
TXN002038,CUST004593,PROD0075,John Aquino,2025-12-17,Alex Santos,Clothing,715.0,2,1430.0
TXN002039,CUST000809,PROD0110,Charles Moore,2024-12-11,Gabriel Ramos,Food,162.0,4,648.0
TXN002040,CUST004287,PROD0018,Patricia Lopez,2025-09-06,Fiona Lopez,Electronics,7290.0,2,14580.0
TXN002041,CUST002144,PROD0166,Christian Torres,2025-12-11,Beatriz Cruz,Home,7830.0,2,15660.0
TXN002042,CUST002772,PROD0063,Hannah Moore,2025-10-05,Gabriel Ramos,Clothing,1758.9,3,5276.7
TXN002043,CUST001284,PROD0157,Joshua Ramos,2025-11-02,Diana Mendoza,Beauty,135.0,5,675.0
TXN002044,CUST001804,PROD0003,Rowena Santiago,2024-12-24,Fiona Lopez,Electronics,60750.0,2,121500.0
TXN002045,CUST004911,PROD0094,Paul Ocampo,2024-10-09,Gabriel Ramos,Food,742.5,1,742.5
TXN002046,CUST004276,PROD0168,Francis Manalo,2025-11-25,Fiona Lopez,Home,7830.0,2,15660.0
TXN002047,CUST001482,PROD0154,Maria Villanueva,2025-12-17,Hannah Dizon,Beauty,1201.5,2,2403.0
TXN002048,CUST002378,PROD0181,William Smith,2024-06-23,Beatriz Cruz,Home,585.0,1,585.0
TXN002049,CUST002081,PROD0159,Liza Aquino,2026-01-30,Hannah Dizon,Beauty,165.0,3,495.0
TXN002050,CUST003730,PROD0085,Reynaldo Santiago,2025-02-26,Hannah Dizon,Food,315.0,2,630.0
TXN002051,CUST003683,PROD0119,Reynaldo Garcia,2024-06-30,Ethan Torres,Food,308.0,5,1540.0
TXN002052,CUST000327,PROD0148,Rowena Bautista,2025-07-25,Hannah Dizon,Beauty,972.0,5,4860.0
TXN002053,CUST000556,PROD0155,Christian Pascual,2025-04-06,Fiona Lopez,Beauty,979.0,4,3916.0
TXN002054,CUST002756,PROD0148,Jayson Espiritu,2025-09-26,Hannah Dizon,Beauty,972.0,2,1944.0
TXN002055,CUST004994,PROD0099,Christopher Garcia,2024-08-28,Alex Santos,Food,660.0,2,1320.0
TXN002056,CUST002055,PROD0006,Patricia Ramos,2025-05-10,Hannah Dizon,Electronics,4048.65,2,8097.3
TXN002057,CUST003289,PROD0139,Arnel Tomas,2026-01-08,Beatriz Cruz,Beauty,528.0,1,528.0
TXN002058,CUST004251,PROD0191,Francis Pascual,2024-06-13,Ethan Torres,Home,275.0,1,275.0
TXN002059,CUST004071,PROD0081,Francis Lopez,2025-08-06,Ethan Torres,Food,405.0,2,810.0
TXN002060,CUST000260,PROD0122,Mary Pascual,2026-05-24,Charlie Reyes,Beauty,1147.5,1,1147.5
TXN002061,CUST004120,PROD0170,Christian Bautista,2025-10-24,Hannah Dizon,Home,1620.0,4,6480.0
TXN002062,CUST000560,PROD0174,Jayson Mendoza,2025-08-01,Beatriz Cruz,Home,1282.5,4,5130.0
TXN002063,CUST002624,PROD0130,Antonio Bautista,2025-09-09,Charlie Reyes,Beauty,538.65,2,1077.3
TXN002064,CUST003361,PROD0064,Maria Pascual,2025-04-04,Beatriz Cruz,Clothing,2158.65,1,2158.65
TXN002065,CUST000263,PROD0068,Reynaldo Reyes,2025-11-25,Fiona Lopez,Clothing,1890.0,4,7560.0
TXN002066,CUST004555,PROD0183,Michelle Dela Cruz,2025-07-27,Hannah Dizon,Home,715.0,1,715.0
TXN002067,CUST001192,PROD0099,Joshua Rodriguez,2025-04-24,Hannah Dizon,Food,660.0,2,1320.0
TXN002068,CUST004500,PROD0018,Michael Manalo,2025-12-11,Charlie Reyes,Electronics,7290.0,5,36450.0
TXN002069,CUST000964,PROD0043,Jasmine Castro,2025-10-08,Fiona Lopez,Clothing,2748.9,2,5497.8
TXN002070,CUST002116,PROD0148,Ashley Smith,2026-04-13,Beatriz Cruz,Beauty,972.0,5,4860.0
TXN002071,CUST003313,PROD0007,George Jackson,2026-03-08,Ethan Torres,Electronics,4048.65,1,4048.65
TXN002072,CUST002849,PROD0174,Andrew Thomas,2025-12-18,Fiona Lopez,Home,1282.5,3,3847.5
TXN002073,CUST001584,PROD0120,Paul Lopez,2026-05-24,Diana Mendoza,Food,378.0,1,378.0
TXN002074,CUST002279,PROD0055,Paul Mercado,2025-09-02,Gabriel Ramos,Clothing,878.9,2,1757.8
TXN002075,CUST001016,PROD0136,Joshua Thomas,2025-04-17,Fiona Lopez,Beauty,796.5,5,3982.5
TXN002076,CUST003306,PROD0127,Aileen De Leon,2024-06-15,Hannah Dizon,Beauty,495.0,1,495.0
TXN002077,CUST003566,PROD0193,Princess Ocampo,2026-02-20,Ethan Torres,Home,162.0,3,486.0
TXN002078,CUST004485,PROD0182,Michael Manalo,2024-08-29,Ethan Torres,Home,877.5,3,2632.5
TXN002079,CUST000019,PROD0002,Angelo Lopez,2024-07-23,Ethan Torres,Electronics,60750.0,1,60750.0
TXN002080,CUST003642,PROD0095,Gilbert Torres,2025-07-18,Alex Santos,Food,605.0,2,1210.0
TXN002081,CUST001954,PROD0199,Nicole Valenzuela,2024-09-26,Alex Santos,Home,385.0,4,1540.0
TXN002082,CUST002559,PROD0199,John Garcia,2024-07-04,Hannah Dizon,Home,385.0,5,1925.0
TXN002083,CUST003984,PROD0041,Angelo Villanueva,2026-01-12,Gabriel Ramos,Clothing,2249.1,5,11245.5
TXN002084,CUST001322,PROD0046,Aldrin De Leon,2025-12-20,Fiona Lopez,Clothing,673.65,3,2020.95
TXN002085,CUST001261,PROD0117,Noel Aquino,2024-12-21,Ethan Torres,Food,252.0,3,756.0
TXN002086,CUST004823,PROD0183,Sarah Williams,2025-10-03,Charlie Reyes,Home,715.0,3,2145.0
TXN002087,CUST000942,PROD0165,Rowena Lopez,2026-01-24,Hannah Dizon,Home,5220.0,2,10440.0
TXN002088,CUST003368,PROD0105,Lauren Lewis,2026-03-01,Fiona Lopez,Food,360.0,3,1080.0
TXN002089,CUST003649,PROD0188,Matthew Rodriguez,2025-06-03,Hannah Dizon,Home,1485.0,5,7425.0
TXN002090,CUST001994,PROD0171,Christopher Lee,2025-10-01,Beatriz Cruz,Home,1320.0,1,1320.0
TXN002091,CUST002643,PROD0049,Samantha Bautista,2026-01-15,Charlie Reyes,Clothing,1169.1,3,3507.3
TXN002092,CUST004835,PROD0015,Maria Castro,2025-08-07,Hannah Dizon,Electronics,19575.0,4,78300.0
TXN002093,CUST000987,PROD0143,Angelo Valenzuela,2025-04-20,Diana Mendoza,Beauty,605.0,4,2420.0
TXN002094,CUST000017,PROD0197,Patricia Gonzales,2026-03-05,Beatriz Cruz,Home,315.0,4,1260.0
TXN002095,CUST002372,PROD0058,Kenneth Gonzalez,2026-05-11,Alex Santos,Clothing,1348.65,3,4045.95
TXN002096,CUST000502,PROD0041,Taylor Thomas,2025-05-17,Gabriel Ramos,Clothing,2249.1,1,2249.1
TXN002097,CUST000383,PROD0076,Maria Santos,2024-09-24,Diana Mendoza,Clothing,877.5,1,877.5
TXN002098,CUST003351,PROD0175,Robert Taylor,2025-07-04,Hannah Dizon,Home,1045.0,4,4180.0
TXN002099,CUST002885,PROD0038,Michael Villanueva,2025-09-27,Alex Santos,Electronics,1147.5,4,4590.0
TXN002100,CUST000906,PROD0040,Liza De Leon,2025-08-25,Hannah Dizon,Electronics,1147.5,1,1147.5
TXN002101,CUST003597,PROD0111,Paul Taylor,2024-12-28,Fiona Lopez,Food,132.0,1,132.0
TXN002102,CUST003363,PROD0195,Jasmine Cruz,2025-03-22,Charlie Reyes,Home,198.0,4,792.0
TXN002103,CUST001289,PROD0146,Patricia Mercado,2026-02-05,Alex Santos,Beauty,972.0,3,2916.0
TXN002104,CUST001726,PROD0132,Paul Mendoza,2025-12-05,Beatriz Cruz,Beauty,538.65,4,2154.6
TXN002105,CUST003336,PROD0119,Mark Torres,2025-07-05,Charlie Reyes,Food,308.0,2,616.0
TXN002106,CUST003592,PROD0009,Samantha Villanueva,2024-10-18,Fiona Lopez,Electronics,3150.0,3,9450.0
TXN002107,CUST002020,PROD0019,Mary Lopez,2025-07-03,Diana Mendoza,Electronics,7290.0,5,36450.0
TXN002108,CUST000547,PROD0082,Rowena Dizon,2025-10-28,Ethan Torres,Food,607.5,4,2430.0
TXN002109,CUST002235,PROD0124,Nicole Lopez,2024-09-30,Fiona Lopez,Beauty,1147.5,4,4590.0
TXN002110,CUST000444,PROD0073,Noel Gonzales,2025-06-21,Hannah Dizon,Clothing,585.0,5,2925.0
TXN002111,CUST001291,PROD0168,Mary Villanueva,2024-07-08,Diana Mendoza,Home,7830.0,4,31320.0
TXN002112,CUST000176,PROD0101,Jose Aquino,2026-05-04,Beatriz Cruz,Food,198.0,3,594.0
TXN002113,CUST002875,PROD0009,Kenneth Clark,2026-04-03,Charlie Reyes,Electronics,3150.0,4,12600.0
TXN002114,CUST000530,PROD0061,Michael Castro,2025-02-11,Alex Santos,Clothing,1439.1,5,7195.5
TXN002115,CUST003861,PROD0058,Maria Ocampo,2024-08-27,Charlie Reyes,Clothing,1348.65,2,2697.3
TXN002116,CUST000455,PROD0183,Liza Dela Cruz,2025-08-09,Gabriel Ramos,Home,715.0,4,2860.0
TXN002117,CUST003568,PROD0104,Arnel Santos,2025-04-19,Ethan Torres,Food,297.0,1,297.0
TXN002118,CUST002657,PROD0060,Jessica Dela Cruz,2026-03-05,Charlie Reyes,Clothing,1348.65,3,4045.95
TXN002119,CUST001285,PROD0161,Kenneth Jackson,2026-03-22,Beatriz Cruz,Home,315.0,4,1260.0
TXN002120,CUST004631,PROD0072,Maria Manalo,2025-01-05,Fiona Lopez,Clothing,403.65,2,807.3
TXN002121,CUST001366,PROD0129,Jose Soriano,2025-08-11,Beatriz Cruz,Beauty,359.1,4,1436.4
TXN002122,CUST004507,PROD0171,Megan Martinez,2024-06-05,Fiona Lopez,Home,1320.0,5,6600.0
TXN002123,CUST000556,PROD0062,Christian Pascual,2025-11-06,Alex Santos,Clothing,2158.65,3,6475.95
TXN002124,CUST003712,PROD0058,William Moore,2024-12-01,Beatriz Cruz,Clothing,1348.65,2,2697.3
TXN002125,CUST003098,PROD0199,Christine Gonzales,2025-08-21,Gabriel Ramos,Home,385.0,3,1155.0
TXN002126,CUST002924,PROD0086,Jayson Espiritu,2025-06-09,Charlie Reyes,Food,472.5,4,1890.0
TXN002127,CUST000903,PROD0081,Samantha Santiago,2024-09-23,Alex Santos,Food,405.0,4,1620.0
TXN002128,CUST000092,PROD0189,Nicole Ocampo,2025-05-15,Fiona Lopez,Home,225.0,4,900.0
TXN002129,CUST000069,PROD0094,Eduardo Castro,2024-10-31,Fiona Lopez,Food,742.5,1,742.5
TXN002130,CUST004605,PROD0103,Christopher Lee,2025-11-19,Hannah Dizon,Food,242.0,3,726.0
TXN002131,CUST002370,PROD0024,Grace Pascual,2024-09-30,Diana Mendoza,Electronics,2025.0,3,6075.0
TXN002132,CUST004807,PROD0150,Angelo Reyes,2026-05-09,Gabriel Ramos,Beauty,877.5,2,1755.0
TXN002133,CUST002605,PROD0144,Roldan Mendoza,2025-07-04,Charlie Reyes,Beauty,742.5,4,2970.0
TXN002134,CUST002020,PROD0081,Mary Lopez,2025-08-08,Alex Santos,Food,405.0,1,405.0
TXN002135,CUST003137,PROD0166,Roldan Santiago,2024-12-01,Fiona Lopez,Home,7830.0,3,23490.0
TXN002136,CUST000516,PROD0094,Eduardo Bautista,2024-08-21,Hannah Dizon,Food,742.5,5,3712.5
TXN002137,CUST003660,PROD0178,Elizabeth Jackson,2025-05-30,Beatriz Cruz,Home,1957.5,5,9787.5
TXN002138,CUST001645,PROD0122,Jose Castro,2025-11-08,Ethan Torres,Beauty,1147.5,5,5737.5
TXN002139,CUST002741,PROD0056,Daniel Moore,2024-07-31,Charlie Reyes,Clothing,1078.65,4,4314.6
TXN002140,CUST001622,PROD0069,Alexis Jackson,2025-02-05,Fiona Lopez,Clothing,269.1,5,1345.5
TXN002141,CUST000163,PROD0172,Althea Dizon,2024-07-30,Hannah Dizon,Home,1620.0,4,6480.0
TXN002142,CUST001307,PROD0029,Joshua Tomas,2024-12-12,Ethan Torres,Electronics,28800.0,4,115200.0
TXN002143,CUST000731,PROD0102,Jayson Bautista,2025-03-03,Gabriel Ramos,Food,297.0,1,297.0
TXN002144,CUST002621,PROD0039,James Jones,2026-05-10,Gabriel Ramos,Electronics,1147.5,3,3442.5
TXN002145,CUST002034,PROD0039,Aldrin Santos,2024-10-15,Charlie Reyes,Electronics,1147.5,3,3442.5
TXN002146,CUST003684,PROD0011,Eduardo Gonzales,2026-04-16,Beatriz Cruz,Electronics,4725.0,1,4725.0
TXN002147,CUST000879,PROD0070,Jessica Gonzalez,2025-11-15,Beatriz Cruz,Clothing,403.65,2,807.3
TXN002148,CUST004775,PROD0185,Arnel Valenzuela,2025-08-20,Beatriz Cruz,Home,990.0,5,4950.0
TXN002149,CUST004575,PROD0138,Charles Smith,2025-02-27,Alex Santos,Beauty,648.0,5,3240.0
TXN002150,CUST004925,PROD0169,Angelo Aquino,2025-02-05,Diana Mendoza,Home,1080.0,4,4320.0
TXN002151,CUST002475,PROD0142,Jessica Torres,2026-04-06,Beatriz Cruz,Beauty,742.5,2,1485.0
TXN002152,CUST003292,PROD0132,Brian Taylor,2024-09-13,Hannah Dizon,Beauty,538.65,5,2693.25
TXN002153,CUST002046,PROD0003,Jayson Mercado,2024-06-07,Alex Santos,Electronics,60750.0,3,182250.0
TXN002154,CUST004219,PROD0139,Grace Lopez,2026-01-20,Alex Santos,Beauty,528.0,3,1584.0
TXN002155,CUST004161,PROD0011,Steven Wilson,2025-12-04,Beatriz Cruz,Electronics,4725.0,3,14175.0
TXN002156,CUST000132,PROD0050,Juan Pascual,2024-12-31,Ethan Torres,Clothing,1753.65,1,1753.65
TXN002157,CUST002785,PROD0009,Joshua Cruz,2025-12-11,Beatriz Cruz,Electronics,3150.0,1,3150.0
TXN002158,CUST002778,PROD0097,Patricia Soriano,2026-05-21,Diana Mendoza,Food,540.0,3,1620.0
TXN002159,CUST004246,PROD0185,Joshua Espiritu,2026-03-28,Gabriel Ramos,Home,990.0,5,4950.0
TXN002160,CUST004836,PROD0010,Rowena Rodriguez,2026-03-04,Charlie Reyes,Electronics,4725.0,1,4725.0
TXN002161,CUST001933,PROD0018,Jessica Jones,2024-08-31,Gabriel Ramos,Electronics,7290.0,4,29160.0
TXN002162,CUST004657,PROD0078,Jessica Rodriguez,2025-07-26,Alex Santos,Clothing,526.5,2,1053.0
TXN002163,CUST000616,PROD0042,John Bautista,2025-03-17,Gabriel Ramos,Clothing,3373.65,4,13494.6
TXN002164,CUST003458,PROD0199,Kenneth Thomas,2025-02-12,Charlie Reyes,Home,385.0,5,1925.0
TXN002165,CUST000941,PROD0039,Patricia Mercado,2026-05-16,Fiona Lopez,Electronics,1147.5,5,5737.5
TXN002166,CUST004291,PROD0049,John Mercado,2025-07-04,Charlie Reyes,Clothing,1169.1,1,1169.1
TXN002167,CUST003745,PROD0069,Jessica Rodriguez,2026-02-19,Ethan Torres,Clothing,269.1,5,1345.5
TXN002168,CUST002630,PROD0154,Samantha Bautista,2024-08-08,Charlie Reyes,Beauty,1201.5,4,4806.0
TXN002169,CUST000037,PROD0149,Christine Cruz,2024-10-23,Alex Santos,Beauty,585.0,2,1170.0
TXN002170,CUST001836,PROD0021,Jose Villanueva,2025-02-13,Gabriel Ramos,Electronics,1350.0,3,4050.0
TXN002171,CUST003419,PROD0176,Ashley Rodriguez,2025-05-21,Hannah Dizon,Home,1282.5,1,1282.5
TXN002172,CUST003438,PROD0101,Juan Pascual,2025-05-21,Hannah Dizon,Food,198.0,5,990.0
TXN002173,CUST000791,PROD0055,Aileen Pascual,2024-06-16,Ethan Torres,Clothing,878.9,5,4394.5
TXN002174,CUST002830,PROD0015,Christian Ramos,2025-03-30,Diana Mendoza,Electronics,19575.0,5,97875.0
TXN002175,CUST004668,PROD0173,Juan De Leon,2025-07-03,Ethan Torres,Home,855.0,1,855.0
TXN002176,CUST003260,PROD0070,Christopher Harris,2025-05-19,Alex Santos,Clothing,403.65,5,2018.25
TXN002177,CUST003159,PROD0037,Matthew Anderson,2026-05-17,Fiona Lopez,Electronics,765.0,2,1530.0
TXN002178,CUST001067,PROD0197,Brian Lopez,2024-10-01,Diana Mendoza,Home,315.0,1,315.0
TXN002179,CUST003865,PROD0038,Roldan Ramos,2025-02-25,Hannah Dizon,Electronics,1147.5,4,4590.0
TXN002180,CUST002087,PROD0025,Jayson Garcia,2024-11-30,Gabriel Ramos,Electronics,1080.0,1,1080.0
TXN002181,CUST001783,PROD0172,Juan Garcia,2025-12-27,Fiona Lopez,Home,1620.0,3,4860.0
TXN002182,CUST004015,PROD0065,Joshua Torres,2025-04-17,Gabriel Ramos,Clothing,1260.0,1,1260.0
TXN002183,CUST004129,PROD0191,Mark Thomas,2024-06-06,Fiona Lopez,Home,275.0,5,1375.0
TXN002184,CUST001640,PROD0148,Jayson Aquino,2025-01-30,Ethan Torres,Beauty,972.0,1,972.0
TXN002185,CUST004245,PROD0057,Michelle Pascual,2025-06-05,Ethan Torres,Clothing,899.1,3,2697.3
TXN002186,CUST001154,PROD0173,Jessica Lewis,2026-03-09,Hannah Dizon,Home,855.0,5,4275.0
TXN002187,CUST004346,PROD0091,Reynaldo Rodriguez,2025-12-23,Beatriz Cruz,Food,198.0,5,990.0
TXN002188,CUST001409,PROD0004,Steven Anderson,2025-08-10,Gabriel Ramos,Electronics,60750.0,3,182250.0
TXN002189,CUST003121,PROD0157,Taylor Lewis,2024-12-10,Charlie Reyes,Beauty,135.0,3,405.0
TXN002190,CUST004899,PROD0107,Samantha Lewis,2024-10-16,Hannah Dizon,Food,440.0,4,1760.0
TXN002191,CUST001338,PROD0036,Jasmine Mercado,2025-01-24,Gabriel Ramos,Electronics,2430.0,5,12150.0
TXN002192,CUST001933,PROD0022,Jessica Jones,2024-11-18,Hannah Dizon,Electronics,2025.0,3,6075.0
TXN002193,CUST001890,PROD0066,Aldrin Valenzuela,2024-09-26,Diana Mendoza,Clothing,1890.0,5,9450.0
TXN002194,CUST004976,PROD0181,Francis De Leon,2025-05-11,Fiona Lopez,Home,585.0,4,2340.0
TXN002195,CUST004596,PROD0192,John Espiritu,2024-06-26,Charlie Reyes,Home,337.5,2,675.0
TXN002196,CUST004211,PROD0005,Princess Lopez,2024-08-22,Hannah Dizon,Electronics,2699.1,4,10796.4
TXN002197,CUST000661,PROD0174,Timothy Clark,2024-06-20,Gabriel Ramos,Home,1282.5,2,2565.0
TXN002198,CUST004621,PROD0076,Christine Cruz,2025-05-30,Alex Santos,Clothing,877.5,2,1755.0
TXN002199,CUST003167,PROD0170,Arnel Dela Cruz,2025-12-30,Ethan Torres,Home,1620.0,3,4860.0
TXN002200,CUST003726,PROD0058,Liza Garcia,2025-06-01,Diana Mendoza,Clothing,1348.65,3,4045.95
TXN002201,CUST000783,PROD0165,Noel Garcia,2025-03-08,Diana Mendoza,Home,5220.0,5,26100.0
TXN002202,CUST000600,PROD0008,Nicole Valenzuela,2025-01-01,Charlie Reyes,Electronics,4048.65,2,8097.3
TXN002203,CUST001014,PROD0136,Mary Manalo,2025-08-08,Gabriel Ramos,Beauty,796.5,4,3186.0
TXN002204,CUST004695,PROD0164,Althea Gonzales,2024-07-14,Gabriel Ramos,Home,472.5,4,1890.0
TXN002205,CUST003985,PROD0191,Alexis Martin,2025-02-11,Hannah Dizon,Home,275.0,4,1100.0
TXN002206,CUST001113,PROD0193,Nicole Mendoza,2024-07-15,Beatriz Cruz,Home,162.0,1,162.0
TXN002207,CUST000504,PROD0076,Nicole Espiritu,2024-05-25,Diana Mendoza,Clothing,877.5,5,4387.5
TXN002208,CUST002051,PROD0064,Elizabeth Lopez,2025-09-15,Charlie Reyes,Clothing,2158.65,4,8634.6
TXN002209,CUST000147,PROD0022,Rowena Gonzales,2026-03-12,Hannah Dizon,Electronics,2025.0,4,8100.0
TXN002210,CUST003897,PROD0159,Christine Mendoza,2025-05-13,Diana Mendoza,Beauty,165.0,2,330.0
TXN002211,CUST002315,PROD0037,Danilo Pascual,2024-10-07,Fiona Lopez,Electronics,765.0,2,1530.0
TXN002212,CUST004846,PROD0058,Robert Lewis,2026-02-13,Charlie Reyes,Clothing,1348.65,2,2697.3
TXN002213,CUST002161,PROD0033,Jayson Valenzuela,2025-05-27,Hannah Dizon,Electronics,1620.0,4,6480.0
TXN002214,CUST003695,PROD0198,Noel Garcia,2024-11-25,Hannah Dizon,Home,472.5,4,1890.0
TXN002215,CUST002067,PROD0093,George Lopez,2025-08-23,Fiona Lopez,Food,495.0,1,495.0
TXN002216,CUST001351,PROD0028,Michelle Ramos,2026-03-29,Fiona Lopez,Electronics,1620.0,2,3240.0
TXN002217,CUST000764,PROD0026,Christopher Moore,2025-03-08,Ethan Torres,Electronics,1620.0,4,6480.0
TXN002218,CUST000286,PROD0059,Antonio Ocampo,2026-05-22,Gabriel Ramos,Clothing,1098.9,2,2197.8
TXN002219,CUST004352,PROD0059,Liza Tomas,2026-01-10,Gabriel Ramos,Clothing,1098.9,5,5494.5
TXN002220,CUST004008,PROD0139,Joshua Soriano,2025-10-23,Ethan Torres,Beauty,528.0,2,1056.0
TXN002221,CUST000130,PROD0195,Jessica Santiago,2026-04-07,Ethan Torres,Home,198.0,4,792.0
TXN002222,CUST002714,PROD0177,Eduardo Gonzales,2026-02-23,Diana Mendoza,Home,1305.0,3,3915.0
TXN002223,CUST004121,PROD0153,Kenneth Jackson,2025-04-07,Hannah Dizon,Beauty,801.0,4,3204.0
TXN002224,CUST000459,PROD0099,William Johnson,2026-01-04,Diana Mendoza,Food,660.0,5,3300.0
TXN002225,CUST001456,PROD0135,Samantha Soriano,2025-05-07,Diana Mendoza,Beauty,649.0,2,1298.0
TXN002226,CUST000448,PROD0039,Manuel Mendoza,2025-04-13,Ethan Torres,Electronics,1147.5,4,4590.0
TXN002227,CUST000666,PROD0108,Angelo Manalo,2026-05-23,Hannah Dizon,Food,540.0,5,2700.0
TXN002228,CUST002375,PROD0106,Mark Moore,2025-08-22,Hannah Dizon,Food,540.0,5,2700.0
TXN002229,CUST000560,PROD0134,Jayson Mendoza,2025-12-28,Gabriel Ramos,Beauty,796.5,2,1593.0
TXN002230,CUST003394,PROD0192,Charles Wilson,2024-08-12,Diana Mendoza,Home,337.5,5,1687.5
TXN002231,CUST002668,PROD0159,Andrew Martin,2025-03-17,Fiona Lopez,Beauty,165.0,5,825.0
